id,product_id,created_at,sold_at,cost,product_brand,product_retail_price,product_sku
102486,13710,2025-05-11 00:18:41.000000 UTC,2025-06-28 00:56:41.000000 UTC,8.2499999590218067,ASICS,22.0,5456133E67453A4C86D63B50D1F8BC2E
102487,13710,2024-02-12 16:47:00.000000 UTC,,8.2499999590218067,ASICS,22.0,5456133E67453A4C86D63B50D1F8BC2E
377401,13710,2020-07-31 16:48:12.000000 UTC,2020-08-28 16:07:12.000000 UTC,8.2499999590218067,ASICS,22.0,5456133E67453A4C86D63B50D1F8BC2E
377402,13710,2022-12-11 03:07:00.000000 UTC,,8.2499999590218067,ASICS,22.0,5456133E67453A4C86D63B50D1F8BC2E
377403,13710,2023-06-30 12:24:00.000000 UTC,,8.2499999590218067,ASICS,22.0,5456133E67453A4C86D63B50D1F8BC2E
412250,13710,2025-02-16 23:03:46.000000 UTC,2025-02-25 04:41:46.000000 UTC,8.2499999590218067,ASICS,22.0,5456133E67453A4C86D63B50D1F8BC2E
412251,13710,2021-11-29 15:34:00.000000 UTC,,8.2499999590218067,ASICS,22.0,5456133E67453A4C86D63B50D1F8BC2E
475172,13710,2025-06-05 08:25:04.000000 UTC,2025-07-20 02:13:04.000000 UTC,8.2499999590218067,ASICS,22.0,5456133E67453A4C86D63B50D1F8BC2E
475173,13710,2023-11-09 12:57:00.000000 UTC,,8.2499999590218067,ASICS,22.0,5456133E67453A4C86D63B50D1F8BC2E
475174,13710,2025-06-14 16:22:00.000000 UTC,,8.2499999590218067,ASICS,22.0,5456133E67453A4C86D63B50D1F8BC2E
490015,13710,2021-09-07 17:56:15.000000 UTC,2021-09-24 16:48:15.000000 UTC,8.2499999590218067,ASICS,22.0,5456133E67453A4C86D63B50D1F8BC2E
490016,13710,2024-10-07 06:24:00.000000 UTC,,8.2499999590218067,ASICS,22.0,5456133E67453A4C86D63B50D1F8BC2E
490017,13710,2025-01-23 16:24:00.000000 UTC,,8.2499999590218067,ASICS,22.0,5456133E67453A4C86D63B50D1F8BC2E
35939,14043,2022-03-17 17:20:41.000000 UTC,2022-03-27 07:58:41.000000 UTC,10.618999799214304,Talitania,25.899999618530277,999C6838F46B9A572FC823EE0590DD15
35940,14043,2024-11-21 04:35:00.000000 UTC,,10.618999799214304,Talitania,25.899999618530277,999C6838F46B9A572FC823EE0590DD15
35941,14043,2023-09-02 00:02:00.000000 UTC,,10.618999799214304,Talitania,25.899999618530277,999C6838F46B9A572FC823EE0590DD15
51033,14043,2025-03-20 19:48:33.000000 UTC,2025-04-27 02:47:33.000000 UTC,10.618999799214304,Talitania,25.899999618530277,999C6838F46B9A572FC823EE0590DD15
51034,14043,2022-06-29 15:49:00.000000 UTC,,10.618999799214304,Talitania,25.899999618530277,999C6838F46B9A572FC823EE0590DD15
79241,14043,2021-06-13 06:54:24.000000 UTC,2021-06-21 08:19:24.000000 UTC,10.618999799214304,Talitania,25.899999618530277,999C6838F46B9A572FC823EE0590DD15
79242,14043,2023-03-23 06:31:00.000000 UTC,,10.618999799214304,Talitania,25.899999618530277,999C6838F46B9A572FC823EE0590DD15
173013,14043,2024-04-23 17:06:45.000000 UTC,2024-06-18 11:06:45.000000 UTC,10.618999799214304,Talitania,25.899999618530277,999C6838F46B9A572FC823EE0590DD15
173014,14043,2022-01-06 04:31:00.000000 UTC,,10.618999799214304,Talitania,25.899999618530277,999C6838F46B9A572FC823EE0590DD15
204881,14043,2022-09-22 13:10:07.000000 UTC,2022-11-10 07:08:07.000000 UTC,10.618999799214304,Talitania,25.899999618530277,999C6838F46B9A572FC823EE0590DD15
204882,14043,2022-09-16 02:50:00.000000 UTC,,10.618999799214304,Talitania,25.899999618530277,999C6838F46B9A572FC823EE0590DD15
204883,14043,2022-03-16 01:31:00.000000 UTC,,10.618999799214304,Talitania,25.899999618530277,999C6838F46B9A572FC823EE0590DD15
83555,14058,2024-09-07 06:04:04.000000 UTC,2024-10-18 16:40:04.000000 UTC,9.1463398328161247,Buckle Down,24.989999771118164,91836EA292E688863D5165AE32AEF8FF
83556,14058,2021-03-06 08:33:00.000000 UTC,,9.1463398328161247,Buckle Down,24.989999771118164,91836EA292E688863D5165AE32AEF8FF
83557,14058,2023-08-09 18:15:00.000000 UTC,,9.1463398328161247,Buckle Down,24.989999771118164,91836EA292E688863D5165AE32AEF8FF
105488,14058,2025-09-06 19:24:22.691259 UTC,2025-09-26 07:10:22.691259 UTC,9.1463398328161247,Buckle Down,24.989999771118164,91836EA292E688863D5165AE32AEF8FF
105489,14058,2024-12-30 07:17:00.000000 UTC,,9.1463398328161247,Buckle Down,24.989999771118164,91836EA292E688863D5165AE32AEF8FF
176468,14058,2023-11-23 17:44:08.000000 UTC,2023-12-22 12:11:08.000000 UTC,9.1463398328161247,Buckle Down,24.989999771118164,91836EA292E688863D5165AE32AEF8FF
176469,14058,2024-10-17 00:42:00.000000 UTC,,9.1463398328161247,Buckle Down,24.989999771118164,91836EA292E688863D5165AE32AEF8FF
383113,14058,2025-03-11 05:46:29.000000 UTC,2025-03-12 08:34:29.000000 UTC,9.1463398328161247,Buckle Down,24.989999771118164,91836EA292E688863D5165AE32AEF8FF
383114,14058,2023-07-14 01:34:00.000000 UTC,,9.1463398328161247,Buckle Down,24.989999771118164,91836EA292E688863D5165AE32AEF8FF
433037,14058,2021-01-11 22:36:09.000000 UTC,2021-01-14 01:24:09.000000 UTC,9.1463398328161247,Buckle Down,24.989999771118164,91836EA292E688863D5165AE32AEF8FF
433038,14058,2022-11-18 15:16:00.000000 UTC,,9.1463398328161247,Buckle Down,24.989999771118164,91836EA292E688863D5165AE32AEF8FF
433039,14058,2023-02-09 16:34:00.000000 UTC,,9.1463398328161247,Buckle Down,24.989999771118164,91836EA292E688863D5165AE32AEF8FF
3017,13622,2023-07-23 11:59:52.000000 UTC,2023-08-26 07:27:52.000000 UTC,5.8311098895215991,Alki'i,14.989999771118164,177FDB0C18F85F1FA5DCFC76D9B2CDD9
3018,13622,2023-09-03 00:45:00.000000 UTC,,5.8311098895215991,Alki'i,14.989999771118164,177FDB0C18F85F1FA5DCFC76D9B2CDD9
26103,13622,2022-07-01 04:58:10.000000 UTC,2022-07-17 00:58:10.000000 UTC,5.8311098895215991,Alki'i,14.989999771118164,177FDB0C18F85F1FA5DCFC76D9B2CDD9
26104,13622,2020-11-13 00:38:00.000000 UTC,,5.8311098895215991,Alki'i,14.989999771118164,177FDB0C18F85F1FA5DCFC76D9B2CDD9
283287,13622,2024-05-25 18:31:56.000000 UTC,2024-06-24 11:39:56.000000 UTC,5.8311098895215991,Alki'i,14.989999771118164,177FDB0C18F85F1FA5DCFC76D9B2CDD9
283288,13622,2024-10-31 11:00:00.000000 UTC,,5.8311098895215991,Alki'i,14.989999771118164,177FDB0C18F85F1FA5DCFC76D9B2CDD9
439180,13622,2024-11-14 07:19:36.000000 UTC,2025-01-06 00:17:36.000000 UTC,5.8311098895215991,Alki'i,14.989999771118164,177FDB0C18F85F1FA5DCFC76D9B2CDD9
439181,13622,2025-09-26 04:52:00.000000 UTC,,5.8311098895215991,Alki'i,14.989999771118164,177FDB0C18F85F1FA5DCFC76D9B2CDD9
439182,13622,2022-04-30 05:11:00.000000 UTC,,5.8311098895215991,Alki'i,14.989999771118164,177FDB0C18F85F1FA5DCFC76D9B2CDD9
439183,13622,2022-05-22 07:08:00.000000 UTC,,5.8311098895215991,Alki'i,14.989999771118164,177FDB0C18F85F1FA5DCFC76D9B2CDD9
478583,13622,2023-04-13 13:25:27.000000 UTC,2023-04-17 06:49:27.000000 UTC,5.8311098895215991,Alki'i,14.989999771118164,177FDB0C18F85F1FA5DCFC76D9B2CDD9
478584,13622,2023-03-03 06:17:00.000000 UTC,,5.8311098895215991,Alki'i,14.989999771118164,177FDB0C18F85F1FA5DCFC76D9B2CDD9
22937,13646,2022-08-25 02:06:57.000000 UTC,2022-09-17 06:03:57.000000 UTC,3.8960998980827632,Alki'i,9.9899997711181641,0A2B56600097FA2EA81BFC9774F1BAAF
22938,13646,2022-12-29 15:07:00.000000 UTC,,3.8960998980827632,Alki'i,9.9899997711181641,0A2B56600097FA2EA81BFC9774F1BAAF
22939,13646,2025-08-23 10:18:00.000000 UTC,,3.8960998980827632,Alki'i,9.9899997711181641,0A2B56600097FA2EA81BFC9774F1BAAF
95141,13646,2021-05-26 01:17:47.000000 UTC,2021-07-21 23:10:47.000000 UTC,3.8960998980827632,Alki'i,9.9899997711181641,0A2B56600097FA2EA81BFC9774F1BAAF
95142,13646,2025-03-31 05:28:00.000000 UTC,,3.8960998980827632,Alki'i,9.9899997711181641,0A2B56600097FA2EA81BFC9774F1BAAF
95143,13646,2024-01-21 04:50:00.000000 UTC,,3.8960998980827632,Alki'i,9.9899997711181641,0A2B56600097FA2EA81BFC9774F1BAAF
